Pays,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUS,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,BEL,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CAN,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,CHE,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DEU,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,DNK,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,ESP,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FIN,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,FRA,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GBR,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,GRC,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,IRL,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,ITA,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,JPN,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,LUX,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NLD,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NOR,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,NZL,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,PRT,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,SWE,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,USA,USA,USA,USA,USA,USA,USA,USA,USA
Variables,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100,Actifs,Chomage,Conso,Emplois,Exports,Formation,PIB,income p0p50,income p90p100
2003-10-01,63.4260221333333,5.70856676666667,172.272,59.8052761333333,61.921,75.705,324.094,0.2292,0.3532,59.3532526603175,4.42853336534135,39.8315866,56.72477406284,31.0018959,17.6450809,72.8662312,0.194,0.372,52.4702699423968,8.36759177963834,45.256,48.0797719479428,58.277,17.47,86.277,0.1511,0.4146,67.6,7.46666666666667,198.79975,62.6,135.08175,80.92925,388.88325,0.1496,0.5394,,,72.226604235,,62.543423063,33.733900473,131.823916713,0.1814,0.3788,,9.74218062942334,363.70361,,203.12672,126.01011,648.66168,0.2509,0.3111,65.4583806497128,5.61449488192651,197.3822,61.7832232183427,187.1607,84.95734,432.0441,0.2043,0.3152,55.5859385194031,11.3332625918335,149.343,49.286238142864,64.037,59.58,243.266,0.2201,0.3304,60.4533887820056,8.94616149533088,21.323,55.0451309921671,14.504,9.715,42.739,0.1944,0.377,56.2425964601206,8.34581000491787,256.801,51.5486962177262,121.729,107.137,478.451,0.2672,0.2887,62.0771792978178,4.9073774896789,279.269,59.030817774729,109.993,75.18,434.277,0.2678,0.3038,52.3693871164186,9.85552624072772,36.492027723,47.2081084270517,10.25565321,12.811593255,55.716177756,0.2199,0.3195,60.4032954647651,4.69017366984408,18.127080639,57.5702760051586,35.617315139,11.388409138,44.404293248,0.2217,0.3128,49.0400369082808,8.28850883813853,254.3491,44.9753491149115,96.4021,90.7803,427.5862,0.177,0.3649,60.6830179310339,5.03333333333333,70148.175,57.6268093905851,15240.0,34203.05,124490.75,0.201,0.2924,,,2.969271,,12.684841,1.377746,8.584059,0.2231,0.3483,64.6290977473873,4.06967599835923,75.576811687,61.9989028684057,88.046273269,30.326405303,149.769626126,0.2237,0.3049,72.3510561109509,4.15478715325878,252.405,69.345023726406,319.122,117.247,701.234,0.2191,0.3548,66.4,4.7,24.037,63.3,12.512,9.748,42.844,0.1956,0.4304,61.8099711188006,6.35824386843054,28.826756,57.8799424200608,11.173982,9.827888,45.33796,0.2512,0.2822,62.2508110735142,6.14129369766757,395.75,58.4278059363095,346.722,191.86,901.406,0.2694,0.3066,,,132.883499370867,,44.5209808811311,43.4072948960335,202.633534476577,0.2117,0.3366,66.0333333333333,5.83333333333333,9519.802,62.2,1364.446,2977.539,14145.645,0.2389,0.3169
2004-01-01,63.2985937,5.53743363333333,175.618,59.7934757666667,62.2,76.337,326.766,0.2389,0.3325,57.8758224015184,5.20489690600714,40.111931,54.8634455120155,31.4301781,17.4337026,73.7637328,0.1969,0.367,52.4563390877808,8.56231331877996,45.394,47.9648629795233,59.173,18.601,87.57,0.1482,0.4221,67.6,7.33333333333333,201.3315,62.6,134.91925,82.8215,391.68425,0.1542,0.5219,,,72.749147496,,65.32462245,33.453423494,132.581737025,0.1732,0.3966,,9.71970683382038,363.51329,,211.74349,124.15473,647.52688,0.2477,0.3246,65.8706816539107,5.72243985975849,198.5203,62.1012715110527,188.9852,81.17172,434.1249,0.206,0.3215,55.6514650435477,11.1794593431936,150.969,49.4299321351127,65.232,59.253,244.733,0.221,0.3309,60.4112287594223,8.84841199918898,21.766,55.0657943450161,15.38,9.893,42.853,0.1934,0.3843,56.3117559392366,8.5277732307666,258.326,51.5096170904758,122.576,108.331,482.883,0.2621,0.2924,62.1738362005012,4.69777871560463,280.596,59.2530469567992,111.099,77.048,435.802,0.2682,0.3071,52.8190254456675,10.8713333908032,37.038120877,47.0768930956958,11.167171592,12.92114962,56.734984024,0.2175,0.3241,60.5780344027086,4.61430052998441,18.37018437,57.7827818402102,34.700172698,10.390128113,44.195143775,0.2178,0.3239,49.6104976739242,8.31766533291549,255.6723,45.4840625074133,97.7839,91.6817,429.1301,0.1765,0.3723,60.6265936261688,4.9,70128.325,57.6729062841862,15990.75,33866.0,125415.025,0.2,0.2961,,,2.962635,,12.863471,1.621238,8.510967,0.2164,0.349,64.8577270974985,4.32592978599847,76.436276861,62.0520273624662,89.132003269,30.176615303,151.125396126,0.2239,0.3044,72.1179460647764,4.07900652435697,257.082,69.1762503395619,323.898,128.015,726.077,0.2061,0.3833,66.4,4.3,24.495,63.6,12.979,10.492,43.79,0.1927,0.4398,61.5124458740344,6.16518448707018,29.331141,57.720090103391,11.383365,9.965208,45.747314,0.2509,0.2873,62.2297624290993,6.43724072361624,401.293,58.2238828198037,359.879,195.661,917.705,0.2638,0.3149,,,136.65041723931,,45.319160584842,48.7431081231994,208.214635459755,0.215,0.3347,66.0333333333333,5.7,9604.507,62.2666666666667,1401.605,2970.264,14221.147,0.2348,0.3257
2004-04-01,63.3454442,5.4362251,176.659,59.9018228,63.793,76.474,328.957,0.2389,0.3325,57.93770238709,5.523022587112,40.5641908,54.7377899977973,32.3587137,17.4942027,74.2288433,0.1969,0.367,52.4176042792743,7.7482239557852,45.391,48.3561709074588,60.18,19.188,88.412,0.1482,0.4221,67.5666666666667,7.16666666666667,202.224,62.7333333333333,141.27325,84.12925,396.33675,0.1542,0.5219,67.3,4.31640766609469,73.079525737,64.3709556791207,67.442601651,34.0027843,133.550434285,0.1732,0.3966,,9.68897006352809,363.43314,,220.75988,124.92718,650.85564,0.2477,0.3246,66.044789943198,5.40246774343046,199.3668,62.4767414703003,193.8854,83.40297,436.7096,0.206,0.3215,55.8288520881809,11.184101504698,151.687,49.584896601731,66.116,59.939,247.124,0.221,0.3309,60.4783852889722,9.13937503138678,21.804,54.951038844486,14.849,10.003,43.509,0.1934,0.3843,56.2442768800508,8.38298283856459,259.659,51.5293288015214,124.666,109.081,486.039,0.2621,0.2924,62.0710101395595,4.68575526226786,284.099,59.1625145156022,112.239,75.846,437.406,0.2682,0.3071,52.9378644414874,10.647383608984,37.163880228,47.3013669399983,11.477621899,12.841868884,56.724435749,0.2175,0.3241,60.5280872374284,4.54872043527837,18.526924689,57.7748337641764,35.462309422,11.117939441,45.126279432,0.2178,0.3239,49.6015270663046,7.98016878354073,256.1004,45.6432414871999,100.534,92.0148,430.3613,0.1765,0.3723,60.499535752797,4.73333333333333,70224.55,57.6523797960175,16517.025,33867.375,125423.775,0.2,0.2961,,,2.948343,,12.92892,1.6377,8.551744,0.2164,0.349,64.909541883092,4.52416923736949,76.081871687,61.9729243570997,93.100343269,29.726025303,151.845956126,0.2239,0.3044,72.1922392952122,4.0484788630579,260.521,69.2695517465774,322.882,130.925,727.572,0.2061,0.3833,66.6,4.2,24.45,63.8,13.315,10.583,43.91,0.1927,0.4398,61.5505836580322,6.55614380209506,29.402272,57.5152388823828,12.062411,9.949349,46.009032,0.2509,0.2873,61.9959241799142,6.50974555995233,398.692,57.9601472582608,376.665,199.365,921.695,0.2638,0.3149,,,140.988190039195,,47.2489962706462,50.3646192585804,213.062498660817,0.215,0.3347,66.0,5.6,9664.264,62.3333333333333,1423.19,3039.986,14329.523,0.2348,0.3257
2004-07-01,63.4022363,5.47868923333333,178.857,59.9286714,62.975,76.755,331.446,0.2389,0.3325,57.9476615163992,5.62546794860912,40.6633412,54.6878343908257,32.9116311,17.7545154,74.9245303,0.1969,0.367,52.6935460719587,8.93890436537483,45.395,47.9833203818616,61.057,19.755,89.183,0.1482,0.4221,67.3333333333334,7.0,204.14625,62.6666666666667,140.80625,85.3535,401.01525,0.1542,0.5219,,,73.221252164,,66.50674237,34.677881998,133.606110522,0.1732,0.3966,,9.92554752752272,362.51142,,217.21012,124.63941,649.56955,0.2477,0.3246,66.5485419492094,5.63782297759113,203.7235,62.796652959945,190.3842,86.20757,437.7386,0.206,0.3215,56.1398644313632,10.9409273007476,153.347,49.9976426771895,65.948,61.002,249.448,0.221,0.3309,60.63388401563,8.71730519119971,21.815,55.3482432967095,15.712,9.995,43.84,0.1934,0.3843,56.3906282905933,8.47127033545699,259.938,51.6136257242344,124.934,109.489,487.462,0.2621,0.2924,61.9592843275747,4.66424012691492,284.612,59.0693545256187,113.813,76.418,438.191,0.2682,0.3071,52.828954218155,10.5078806132557,37.095236451,47.2777507796797,12.128895334,12.945305681,57.481400306,0.2175,0.3241,60.8099528543243,4.52252817835828,18.681467894,58.0598056012411,35.584359574,11.087710656,45.32355502,0.2178,0.3239,49.5250246353781,7.80299808008835,256.3216,45.6605879139163,101.7356,90.9273,430.2837,0.1765,0.3723,60.5988764577043,4.76666666666667,70758.9,57.7077259475219,16659.9,33993.325,126201.075,0.2,0.2961,,,2.964736,,13.063628,1.42468,8.666757,0.2164,0.349,64.7978099619484,4.5543867526874,76.046841687,61.8466670890099,94.777933269,29.504415303,152.072796126,0.2239,0.3044,72.4602389345383,4.33978144789081,261.353,69.3156229281599,318.675,139.054,719.171,0.2061,0.3833,66.9,3.9,25.153,64.4,12.44,10.66,43.975,0.1927,0.4398,61.623413570248,6.8594032701705,29.494799,57.3964151246197,11.394031,9.975897,46.027158,0.2509,0.2873,62.1455828078723,6.66752940372483,403.405,58.0020078010413,375.671,204.593,928.801,0.2638,0.3149,,,137.566387563716,,48.758018247038,49.7777453049384,215.46526951877,0.215,0.3347,65.9666666666666,5.43333333333333,9771.136,62.4,1434.005,3091.579,14464.984,0.2348,0.3257
2004-10-01,63.7215683333333,5.11772596666667,181.155,60.4604644,63.462,79.403,334.004,0.2389,0.3325,57.9468692399304,5.59568705211012,41.2009838,54.7043437807685,32.6800329,17.8459723,75.1460863,0.1969,0.367,52.614144330745,8.31234108865114,45.61,48.2406771930982,62.027,19.348,89.501,0.1482,0.4221,67.4666666666667,7.13333333333333,205.846,62.7,139.4285,86.81225,403.89625,0.1542,0.5219,,,73.303479588,,67.232663316,34.620014973,133.827241114,0.1732,0.3966,,10.0638036921673,365.3567,,218.80753,123.76091,648.88865,0.2477,0.3246,65.660706668698,5.26384079620377,209.8509,62.2044316039953,191.1595,87.44574,442.47,0.206,0.3215,56.4584800659517,10.5521065204975,155.075,50.5009211095386,66.263,61.699,251.155,0.221,0.3309,60.4561783357874,8.58879162971668,22.117,55.2637231512368,16.503,10.235,44.607,0.1934,0.3843,56.3036891476578,8.49008031259264,263.349,51.5234607200692,127.98,110.675,491.013,0.2621,0.2924,62.1270732239495,4.7168832918024,288.36,59.1966116873632,118.702,76.807,439.291,0.2682,0.3071,52.9069770756303,10.335642362598,37.995002621,47.4387011402314,12.137297272,11.811356475,57.262202293,0.2175,0.3241,61.2170015252153,4.48223678250236,18.857053923,58.4731105657071,35.975969642,11.182956007,46.223422258,0.2178,0.3239,49.5940694912024,7.89363710493076,257.6528,45.6792936199997,100.6655,91.5828,431.2136,0.1765,0.3723,60.3137998915439,4.53333333333333,70372.925,57.5885405602258,16878.65,34355.85,125948.15,0.2,0.2961,,,2.989293,,13.311535,1.376516,8.79013,0.2164,0.349,64.7675262940099,4.8260501423919,76.082271687,61.6418129990741,96.900113269,29.973275303,152.404336126,0.2239,0.3044,72.2906616207303,4.27188090303329,262.566,69.2024906522779,309.74,149.308,726.237,0.2061,0.3833,67.7,3.7,25.339,65.1,12.861,10.396,44.042,0.1927,0.4398,61.7027023559069,6.90817583558376,29.533478,57.440171181854,11.886064,10.018491,45.891045,0.2509,0.2873,61.921865449938,6.48390396922944,406.384,57.9069111582086,378.907,208.366,936.663,0.2638,0.3149,,,137.729229603903,,50.4298187003232,49.9743211885549,218.961160480564,0.215,0.3347,65.9333333333333,5.43333333333333,9877.416,62.4,1465.938,3136.705,14609.876,0.2348,0.3257
2005-01-01,64.1238667333333,5.10735786666667,180.633,60.8487776666667,65.057,79.153,336.632,0.2302,0.3467,58.1509894379418,5.18019775363617,40.9246575,55.1386531893603,33.4123464,17.3225195,75.2616383,0.1934,0.38,53.3506481549883,8.4548489280876,45.701,48.8399314513285,62.729,20.064,89.972,0.1441,0.4323,67.3,6.93333333333333,208.7725,62.6333333333333,140.81,89.1685,405.294,0.1636,0.4962,,,73.540874984,,70.457992674,34.601419609,134.901655736,0.1776,0.3905,58.3071844391334,10.8341379850843,366.82947,51.99010362178,223.71474,122.33344,648.88864,0.2484,0.309,65.9689649152656,5.39508613854423,205.5088,62.409882433381,197.5467,84.16315,440.8639,0.2093,0.3184,56.7310342151408,9.78637428732871,156.157,51.1791228697746,66.169,63.133,253.607,0.2337,0.3145,60.7394221450178,8.64994815573956,22.158,55.485493619378,16.277,9.939,45.032,0.1915,0.3928,56.2034433759304,8.26089117945537,264.815,51.5605380795379,127.201,111.333,492.31,0.2608,0.2991,62.3568196757178,4.65113187282504,290.482,59.4565217609004,116.429,78.605,442.793,0.2575,0.3163,52.8027805519872,10.0574769364116,38.018067733,47.4921530761871,12.10654285,11.593204772,56.925448731,0.2176,0.3233,61.404818948721,4.31012931438373,19.197751456,58.7581918467679,36.063251624,11.724192505,46.831293114,0.2043,0.3442,49.3494025951992,7.87724829213011,257.2304,45.4620276220925,101.5038,92.1453,430.7624,0.1734,0.3732,60.4107125045172,4.53333333333333,70791.725,57.6776072316933,16708.05,34621.725,126591.475,0.1956,0.3014,,,2.927942,,13.258648,1.473683,8.736169,0.2193,0.3607,63.2665615897201,5.84802717079168,76.210071687,59.5667158779276,96.874403269,30.225305303,152.896386126,0.2239,0.3031,72.1025783469969,4.3575678074212,268.487,68.9606596046275,314.593,145.06,738.075,0.2044,0.3968,67.4,3.9,25.418,64.8,12.869,10.28,44.137,0.1924,0.4421,61.6654625804184,7.28035700539217,29.860583,57.1759967555374,11.333224,10.04806,46.243953,0.2443,0.292,61.6912143730204,6.40249322996979,409.054,57.7414385493016,380.81,207.806,940.761,0.2582,0.3232,,,143.136317528461,,51.0353660077453,55.2586621067953,229.055164025418,0.2153,0.3325,65.8666666666666,5.3,9935.048,62.4,1500.241,3182.889,14771.602,0.2321,0.3378
2005-04-01,64.3988951,5.05775626666667,183.936,61.1417665333333,65.056,83.273,338.139,0.2302,0.3467,58.4347411908037,5.75667081041163,41.632882,55.0708455015331,34.2905257,17.8343438,76.0436137,0.1934,0.38,53.252018661613,8.47335412322412,45.868,48.7397865426491,63.726,20.84,90.511,0.1441,0.4323,67.1666666666667,6.86666666666667,210.59725,62.5666666666667,140.2975,91.31775,408.2345,0.1636,0.4962,67.0,4.43616253907189,73.833225841,64.004702320563,71.500424535,35.194738915,136.472619754,0.1776,0.3905,58.3660769909523,11.2959286531004,366.62907,51.7730865764407,227.44213,124.51444,652.36872,0.2484,0.309,65.5021549608816,4.98856593057944,210.649,62.2345367747077,205.8682,89.65182,449.5441,0.2093,0.3184,57.104011409206,9.34301384491601,158.967,51.7687757172415,67.22,64.289,255.844,0.2337,0.3145,60.6967793081198,8.46415165066308,22.611,55.5593118604123,15.833,10.41,44.679,0.1915,0.3928,56.3352323870792,8.44737321955078,265.672,51.5763850532414,127.963,112.279,493.204,0.2608,0.2991,62.1198544291096,4.6186566310169,289.915,59.2507516533414,120.342,80.552,447.996,0.2575,0.3163,52.8875290345998,10.0788097208143,38.282825589,47.5570956171621,12.149641564,11.217884153,57.060826111,0.2176,0.3233,61.8326683871994,4.31191545969003,19.698713657,59.1664959998729,37.603547762,12.761471285,47.623431131,0.2043,0.3442,49.1020868999677,7.70230746959326,259.3674,45.3200931929453,103.5711,93.0158,433.6205,0.1734,0.3732,60.4870211427174,4.43333333333333,71254.4,57.8182810699339,17429.125,34844.575,127583.9,0.1956,0.3014,,,2.931649,,13.785356,1.399469,8.849331,0.2193,0.3607,63.5245685412365,5.91750528542582,76.490481687,59.7654988402649,97.786513269,30.849325303,153.971966126,0.2239,0.3031,71.97035053798,4.39992312808846,272.244,68.803710439293,318.454,151.962,741.945,0.2044,0.3968,67.4,3.8,26.025,64.8,12.826,11.056,45.303,0.1924,0.4421,61.8254654610254,7.45361459524216,30.069795,57.217233543846,11.80416,10.034504,46.41443,0.2443,0.292,63.3637085351389,8.12897575630508,412.071,58.2128880300217,392.557,210.407,946.859,0.2582,0.3232,,,144.91390345933,,50.1645285937771,58.6721756606667,230.022142106544,0.2153,0.3325,66.1,5.1,10047.766,62.7333333333333,1526.996,3230.079,14839.782,0.2321,0.3378
2005-07-01,64.5243515666667,4.9576921,184.756,61.3254570666667,64.533,84.892,341.767,0.2302,0.3467,58.7658581449524,5.79778378080337,41.9394278,55.3587407527745,35.2613839,17.7327471,76.6448729,0.1934,0.38,53.2612926839119,8.48302193717375,46.249,48.7431255415133,64.292,20.369,90.869,0.1441,0.4323,67.1,6.7,212.0425,62.6,142.31775,93.78575,413.17975,0.1636,0.4962,,,74.271872859,,70.522578439,35.568127784,138.051381091,0.1776,0.3905,58.4698401288992,11.339887477965,366.54894,51.839426049736,236.92036,126.43796,657.89151,0.2484,0.309,65.3062094454514,4.69659925137379,212.6345,62.2390385015357,209.8321,90.85693,450.0446,0.2093,0.3184,57.1180913766921,8.73582064706044,159.806,52.1283573570002,67.267,65.573,258.318,0.2337,0.3145,60.5470511235285,8.17119529463252,22.679,55.599633331084,17.139,10.569,44.826,0.1915,0.3928,56.2700894311158,8.6188985737224,267.102,51.4202274957051,130.955,113.225,495.709,0.2608,0.2991,62.2389909286246,4.61568892649719,292.31,59.3662327163685,126.279,80.0,452.721,0.2575,0.3163,52.895895637683,10.1288998344968,38.970215117,47.5381233519821,12.2353494,10.567505928,57.854452711,0.2176,0.3233,62.1759971502234,4.32946925903131,20.317666717,59.4841064671083,37.359042079,13.531996505,47.645168071,0.2043,0.3442,48.8404631006413,7.63162080781722,261.4971,45.1131441560185,104.8811,93.9228,436.7009,0.1734,0.3732,60.5794089433127,4.3,71935.725,57.9580580641251,17976.8,35562.125,128889.225,0.1956,0.3014,,,2.986195,,14.019303,1.492857,9.015554,0.2193,0.3607,63.4291695484964,5.97848868040123,77.229591687,59.637063826967,99.970613269,31.385705303,156.039736126,0.2239,0.3031,72.3257182321985,4.46008044031351,277.535,69.0999330200079,324.751,151.847,748.101,0.2044,0.3968,68.1,3.8,26.053,65.5,12.798,11.18,45.366,0.1924,0.4421,61.9410535954761,7.77553851379324,29.730566,57.1248031173106,11.751366,9.94299,46.195383,0.2443,0.292,62.997874880237,7.7560462050743,418.089,58.1117305963109,405.771,216.552,958.178,0.2582,0.3232,,,146.527662609781,,52.1513979997041,60.7691334395968,233.269988643742,0.2153,0.3325,66.1333333333334,4.96666666666667,10145.297,62.8333333333333,1530.666,3276.734,14972.054,0.2321,0.3378
2005-10-01,64.4405505333333,5.0077093,185.324,61.2135338333333,66.317,86.939,344.616,0.2302,0.3467,58.8785252559096,5.76660329545182,41.8066802,55.4832342781889,36.3157474,17.8574771,77.3369242,0.1934,0.38,53.3327566896262,8.35178662229553,46.621,48.8785186511206,65.028,20.032,91.566,0.1441,0.4323,67.0333333333334,6.53333333333333,214.08725,62.6666666666667,145.64375,95.78575,417.265,0.1636,0.4962,,,74.507400968,,72.081520801,36.216932668,139.368189758,0.1776,0.3905,58.522739207671,11.195527782097,367.91141,51.970809680832,241.21574,129.86094,661.06901,0.2484,0.309,65.8191231513707,4.23767855566342,212.679,63.0299202840593,210.9457,93.65576,451.506,0.2093,0.3184,57.4077934917508,8.73375935012362,161.405,52.3939349599654,67.886,65.752,260.937,0.2337,0.3145,60.994465685291,8.24702321462129,22.835,55.9642379405908,17.534,10.513,45.129,0.1915,0.3928,56.1323834734192,8.64619255315666,268.884,51.2790695136311,134.587,113.804,499.42,0.2608,0.2991,62.3706907015956,5.11324022863576,293.127,59.1815274537636,128.788,80.057,458.925,0.2575,0.3163,53.0183948227089,9.71072263956486,38.805235356,47.8699255535262,12.00875615,11.130795588,58.144312496,0.2176,0.3233,62.4120817066475,4.40928842641216,20.429100632,59.6601530112734,38.936069998,13.246036824,48.742610852,0.2043,0.3442,49.1515501392379,7.70986381094435,261.5684,45.3620325625346,107.1825,94.0833,437.0725,0.1734,0.3732,60.4634382726672,4.43333333333333,71946.9,57.7767681356959,18599.1,35120.175,129101.525,0.1956,0.3014,,,3.010376,,14.44933,1.6324,9.019948,0.2193,0.3607,63.4925980880617,5.74513810014182,77.453151687,59.8448606445346,101.063053269,30.771525303,157.023646126,0.2239,0.3031,72.371197324161,4.30907129933836,274.432,69.252670831278,322.54,164.162,749.784,0.2044,0.3968,67.8,3.7,26.371,65.3,12.847,11.163,45.423,0.1924,0.4421,62.0249024664313,7.81521649420512,29.957452,57.1775220583601,11.95755,9.927357,46.256839,0.2443,0.292,63.404454303832,7.62387186423984,421.04,58.5705799514874,407.544,213.424,964.743,0.2582,0.3232,,,152.703410190161,,54.3809307789185,63.0917791446985,240.98377028858,0.2153,0.3325,66.0333333333333,4.96666666666667,10175.424,62.7666666666667,1574.891,3290.41,15066.597,0.2321,0.3378
2006-01-01,64.4870372333333,5.04524403333333,187.53,61.2335437666667,66.139,86.435,345.344,0.2209,0.3663,58.8825323764009,5.53526167024236,42.2853423,55.6232301313019,36.4864421,17.8529466,78.1394836,0.1905,0.3833,52.8572398762418,8.55815215332603,46.755,48.3336368635845,66.46,20.567,92.129,0.1413,0.4406,66.9333333333333,6.46666666666667,217.08525,62.6,143.68725,97.5485,420.649,0.1725,0.4846,,,74.729440272,,73.390134656,36.68109023,140.913075142,0.1745,0.3957,58.8412645463784,10.8032639743277,369.57444,52.4844874116006,248.85538,128.73657,667.424,0.2417,0.322,65.8068528041905,4.2232869511466,216.9976,63.0276405767509,217.2464,95.73979,457.1799,0.2099,0.3223,57.6717695383948,8.62172262875095,162.954,52.699469533702,68.666,67.857,263.925,0.299,0.2852,61.0635037791424,7.97729497635543,23.166,56.1922879597822,17.863,10.532,46.418,0.1904,0.4003,56.1436994172296,8.72009091487953,271.374,51.2479177850705,137.383,114.518,503.293,0.2587,0.3011,62.5675203330348,5.18047877091708,292.942,59.3262232246927,144.118,80.953,461.059,0.2573,0.3243,53.1167294121939,9.33788242008642,39.091678938,48.1567516742878,12.412329502,12.973247114,60.038782621,0.2186,0.3222,62.8012054568555,4.35215922459226,20.593011968,60.0679970004098,39.195599682,13.991007876,49.779413941,0.2067,0.3487,49.2901249750709,7.21121481144253,262.52,45.73570818229,110.4209,94.7038,438.3192,0.1858,0.3605,60.4383451173597,4.2,72193.75,57.8926657989527,19026.125,35150.95,129292.45,0.1898,0.315,,,3.041866,,15.27537,1.527667,9.253829,0.2119,0.3658,63.4423507744241,5.38892784839116,76.152751687,60.0234882658672,104.035143269,31.452955303,158.003376126,0.2255,0.3041,71.833884185078,3.83645489262161,280.821,69.0780096206994,322.66,159.858,754.582,0.2201,0.3517,68.4,4.1,26.564,65.6,12.822,10.921,45.883,0.1921,0.4444,61.9305640374852,7.51343570137127,30.266152,57.2774509290322,12.48238,9.973885,46.634939,0.2416,0.2902,63.2070290825142,7.38210032898288,422.244,58.5410227806736,424.181,220.536,979.598,0.2527,0.3315,45.1489765686191,9.23174633801923,152.748374928172,40.9809375775924,53.9659221188128,67.3290474686659,243.743355617225,0.211,0.3417,66.1,4.73333333333333,10288.892,63.0,1634.742,3355.542,15267.026,0.2311,0.3454
